,,,,,県学調　質問紙調査内容一覧,,,,,,,,,,,,,,,,,,,,,
,通番,"帳票１０
グラフ対象","11,分析支援
項目",非認知項目等,質問内容,小４,,小５,,小６,,中１,,中２,,中３,,,,入力,入力,入力,入力,入力,入力,入力
,,,,,,R2,設問番号,R2,設問番号,R2,設問番号,R2,設問番号,R2,設問番号,R2,設問番号,,,num_Q,小4,小5,小6,中1,中2,中3
116,107,〇,〇,生活,携帯の約束,1,(61),1,(74),1,(60),1,(60),1,(61),1,(61),,,q117,（６１）,（７４）,（６０）,（６０）,（６１）,（６１）
117,108,〇,〇,生活,学校の話しを家でする,1,(62),1,(75),1,(61),1,(61),1,(62),1,(62),,,q118,（６２）,（７５）,（６１）,（６１）,（６２）,（６２）
118,109,〇,〇,生活,地域で大人と関わる,1,(63),1,(76),1,(62),1,(62),1,(63),1,(63),,,q119,（６３）,（７６）,（６２）,（６２）,（６３）,（６３）
119,,,,,生活の様子,,,,,,,,,,,,,,,,,,,,,
120,110,〇,〇,３達,登下校時刻を守る,1,(24),1,(37),1,(19),1,(23),1,(21),1,(21),,,q120,（２４）,（３７）,（１９）,（２３）,（２１）,（２１）
121,111,〇,〇,３達,授業開始時刻を守る,1,(25),1,(38),1,(20),1,(24),1,(22),1,(22),,,q121,（２５）,（３８）,（２０）,（２４）,（２２）,（２２）
122,112,〇,〇,３達,脱いだ履物のかかとをそろえる,1,(26),1,(39),1,(21),1,(25),1,(23),1,(23),,,q122,（２６）,（３９）,（２１）,（２５）,（２３）,（２３）
123,113,〇,〇,３達,身の回りの整理整頓ができる,1,(27),1,(40),1,(22),1,(26),1,(24),1,(24),,,q123,（２７）,（４０）,（２２）,（２６）,（２４）,（２４）
124,114,〇,〇,３達,誰に対しても進んであいさつができる,1,(28),1,(41),1,(23),1,(27),1,(25),1,(25),,,q124,（２８）,（４１）,（２３）,（２７）,（２５）,（２５）
125,115,〇,〇,３達,呼ばれたら、はいと返事ができる,1,(29),1,(42),1,(24),1,(28),1,(26),1,(26),,,q125,（２９）,（４２）,（２４）,（２８）,（２６）,（２６）
126,116,〇,〇,３達,正しい言葉遣いができる,1,(30),1,(43),1,(25),1,(29),1,(27),1,(27),,,q126,（３０）,（４３）,（２５）,（２９）,（２７）,（２７）
127,117,〇,〇,３達,やさしい言葉遣いができる,1,(31),1,(44),1,(26),1,(30),1,(28),1,(28),,,q127,（３１）,（４４）,（２６）,（３０）,（２８）,（２８）
128,118,〇,〇,３達,授業準備をして授業に臨める,1,(32),1,(45),1,(27),1,(31),1,(29),1,(29),,,q128,（３２）,（４５）,（２７）,（３１）,（２９）,（２９）
129,119,〇,〇,３達,発表をきく、発表をすることができる,1,(33),1,(46),1,(28),1,(32),1,(30),1,(30),,,q129,（３３）,（４６）,（２８）,（３２）,（３０）,（３０）
130,120,〇,〇,３達,集会で静かにし、姿勢を正すことができる,1,(34),1,(47),1,(29),1,(33),1,(31),1,(31),,,q130,（３４）,（４７）,（２９）,（３３）,（３１）,（３１）
131,121,〇,〇,３達,学校をきれいにすることができる,1,(35),1,(48),1,(30),1,(34),1,(32),1,(32),,,q131,（３５）,（４８）,（３０）,（３４）,（３２）,（３２）
132,,,,,学校での勉強,,,,,,,,,,,,,,,,,,,,,
133,122,〇,×,自己効力感,よい評価をもらえると信じている,,,,,1,(3),,,,,1,(3),,,q47,,,（３）,,,（３）
134,123,〇,×,自己効力感,教科書で一番難しい問題も理解できる,,,,,1,(4),,,,,1,(4),,,q48,,,（４）,,,（４）
135,124,〇,×,自己効力感,基本的な問題は理解できている,,,,,1,(5),,,,,1,(5),,,q49,,,（５）,,,（５）
136,125,〇,×,自己効力感,先生が出す一番難しい問題も理解できる,,,,,1,(6),,,,,1,(6),,,q50,,,（６）,,,（６）
137,126,〇,×,自己効力感,宿題や試験でよい成績がとれる,,,,,1,(7),,,,,1,(7),,,q51,,,（７）,,,（７）
138,127,〇,×,自己効力感,よい成績をとれる,,,,,1,(8),,,,,1,(8),,,q52,,,（８）,,,（８）
139,128,〇,×,自己効力感,学習内容を使いこなせる,,,,,1,(9),,,,,1,(9),,,q53,,,（９）,,,（９）
140,129,〇,×,自己効力感,授業でよくやっている,,,,,1,(10),,,,,1,(10),,,q54,,,（１０）,,,（１０）
141,,,,,教科に関する調査,,,,,,,,,,,,,,,,,,,,,
142,,,,,国語の調査時間はあまった（十分だった）,,,,,,,,,,,,,,,,,,,,,
143,,,,,国語の調査内容はやさしかった,,,,,,,,,,,,,,,,,,,,,
144,,,,,算数・数学の調査時間はあまった（十分だった）,,,,,,,,,,,,,,,,,,,,,
145,,,,,算数・数学の調査内容はやさしかった,,,,,,,,,,,,,,,,,,,,,
146,,,,,英語の調査時間はあまった（十分だった）,,,,,,,,,,,,,,,,,,,,,
147,,,,,英語の調査内容はやさしかった,,,,,,,,,,,,,,,,,,,,,
148,,,,,あなた自身,,,,,,,,,,,,,,,,,,,,,
149,130,×,×,,生まれた月,1,(64),1,(77),1,(63),1,(63),1,(64),1,(64),,,q138,（６４）,（７７）,（６３）,（６３）,（６４）,（６４）
150,131,〇,〇,,調査実施科目でどれが好きか,1,(65),1,(78),1,(64),1,(64),1,(65),1,(65),,,q212,（６５）,（７８）,（６４）,（６４）,（６５）,（６５）
151,,,,,算数に対する学習意欲,,,,,,,,,,,,,,,,,,,,,
152,132,〇,×,数学的リテラシー,算数についての本を読むのが好き,,,1,(3),1,(46),,,,,,,,,q238,,（３）,（４６）,,,
153,133,〇,×,数学的リテラシー,つきたい仕事に役立ちそうだから、算数はがんばるかちがある,,,1,(4),,,,,,,,,,,q242,,（４）,,,,
154,134,〇,×,数学的リテラシー,算数の授業が楽しみ,,,1,(5),1,(47),,,,,,,,,q239,,（５）,（４７）,,,
155,135,〇,×,数学的リテラシー,算数の勉強をするのは楽しいから,,,1,(6),1,(48),,,,,,,,,q240,,（６）,（４８）,,,
156,136,〇,×,数学的リテラシー,仕事の可能性を広げてくれるから、算数は学びがいがある,,,1,(7),,,,,,,,,,,q243,,（７）,,,,
